"X..Gene.Family"	"ARSH_W18_PN1A2_S29_L001_Abundance.RPKs"	"ARSH_W18_PN1V1_S30_L001_Abundance.RPKs"	"ARSH_W18_PN2A1_S31_L001_Abundance.RPKs"	"ARSH_W18_PN2V1_S32_L001_Abundance.RPKs"	"LVCH_W18_PN1A2_S13_L001_Abundance.RPKs"	"LVCH_W18_PN1V2_S14_L001_Abundance.RPKs"	"LVCH_W18_PN2A2_S15_L001_Abundance.RPKs"	"LVCH_W18_PN2V1_S16_L001_Abundance.RPKs"
"264"	"K00336: NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]"	0.000437526	0.000457332	0.000451944	0.000439793	0.00113654136657715	0.00102457207464613	0.000797928826650605	0.00124275006144308
"265"	"K00337: NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]"	0.000816907	0.000831463	0.000707988	0.000697877	0.00136106823943555	0.00147753047500737	0.00129653707589023	0.000687990538775921
"266"	"K00338: NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]"	0.000959691	0.00102749	0.000824281	0.000929321	0.0010431587647181	0.000780343707185239	0.00139670216641389	0.00108376642898656
"267"	"K00339: NADH-quinone oxidoreductase subunit J [EC:1.6.5.3]"	0.00049694	0.000504252	0.000497102	0.000456093	0.000892711552791297	0.00112834961642511	0.000929489645874128	0.000867593019502237
"268"	"K00340: NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]"	0.00102995	0.000869992	0.000844415	0.000765868	0.0013398838120047	0.00108702691923827	0.00120175929553807	0.000504516259301454
"269"	"K00341: NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]"	0.00076064	0.000713955	0.000623184	0.000639411	0.000787126208189875	0.000996514496626332	0.00106874229200184	0.00128080129111186
"270"	"K00342: NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]"	0.000899628	0.000824297	0.000712556	0.000678147	0.00050068739708513	0.000581462938804179	0.000532579204067588	0.00146427063597366
"271"	"K00343: NADH-quinone oxidoreductase subunit N [EC:1.6.5.3]"	0.000713171	0.000705057	0.000631783	0.000634048	0.000574985917890444	0.00103559900168329	0.00137336082570255	0.000519853282719851
"272"	"K00344: NADPH2:quinone reductase"	0.000655961	0.000628428	0.000654905	0.000703734	0.00141294056968763	0.00142023588670418	0.00133907353738323	0.00147489089239389
"273"	"K00346: Na+-transporting NADH:ubiquinone oxidoreductase subunit A"	0	0	0	0	0.000895188502967358	0.000561285979580134	0.000625650317175314	0.00111731544043869
"274"	"K00347: Na+-transporting NADH:ubiquinone oxidoreductase subunit B"	0	0	0	0	0.0011186734859366	0.00138716064672917	0.00117412063595839	0.00110121735394932
"275"	"K00348: Na+-transporting NADH:ubiquinone oxidoreductase subunit C"	0	0	0	0	0.000552241988712922	0.000521407733438537	0.00120401307591237	0.000619177802698687
"276"	"K00349: Na+-transporting NADH:ubiquinone oxidoreductase subunit D"	0	0	0	0	0.00144740653596818	0.00109803675860167	0.000638295910321176	0.000695547792827711
"277"	"K00350: Na+-transporting NADH:ubiquinone oxidoreductase subunit E"	0	0	3.03274e-06	0	0.000716431734152138	0.00136936781043187	0.000688680140534416	0.0014758638846688
"278"	"K00351: Na+-transporting NADH:ubiquinone oxidoreductase subunit F"	0	1.56771e-06	3.74186e-06	5.29276e-06	0.000578920727362856	0.000805724871112034	0.00133975348249078	0.001139306638157
"279"	"K00354: NADPH2 dehydrogenase"	1.96943e-05	2.11041e-05	2.61355e-05	2.5744e-05	0.000948166215326637	0.00126039077667519	0.000836533627007157	0.0010487352788914
"280"	"K00355: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]"	3.38109e-05	1.00072e-05	2.93434e-05	2.90399e-05	0.000654643321642652	0.000795544428052381	0.00132021844317205	0.000758950781542808
"281"	"K00356: NADH dehydrogenase [EC:1.6.99.3]"	0.000304798	0.000308672	0.000319911	0.000369814	0.00111043933476321	0.000712120454059914	0.00118532922118902	0.00115346732898615
"282"	"K00360: assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.4]"	5.02946e-06	6.33939e-06	1.74722e-05	7.2669e-06	0.000807040694635361	0.000588762562256306	0.00123174916417338	0.00122968315379694
"283"	"K00362: nitrite reductase (NADH) large subunit [EC:1.7.1.15]"	0.000144839	0.000138929	0.000224602	0.000173633	0.000810529448557645	0.00134339879802428	0.0011819447374437	0.00110756323928945
"284"	"K00363: nitrite reductase (NADH) small subunit [EC:1.7.1.15]"	0.000328218	0.000314903	0.000331158	0.000293418	0.00124412841978483	0.000647478019120172	0.0013123726521153	0.00147783252503723
"285"	"K00364: GMP reductase [EC:1.7.1.7]"	9.95169e-06	1.24995e-05	3.78072e-05	2.66625e-05	0.000512769781518728	0.000816108443774283	0.00134325487841852	0.00109899977524765
"286"	"K00365: urate oxidase [EC:1.7.3.3]"	0.00010846	0.000100529	8.3488e-05	9.25002e-05	0.00116934188175946	0.00105235601798631	0.00115275685233064	0.000998201258713379
"287"	"K00366: ferredoxin-nitrite reductase [EC:1.7.7.1]"	0.000195772	0.00019962	0.000141935	0.00017409	0.000609073060331866	0.00106342263170518	0.00131733836652711	0.000562211406417191
"288"	"K00367: ferredoxin-nitrate reductase [EC:1.7.7.2]"	1.17334e-05	1.26529e-05	3.22063e-05	2.15739e-05	0.000724391096970066	0.000726019000634551	0.000844926439225674	0.00147374720801599
"289"	"K00368: nitrite reductase (NO-forming) [EC:1.7.2.1]"	0.000108282	0.000113279	9.92043e-05	0.000111267	0.00141264109266922	0.00106225859257393	0.000677828642306849	0.000555143107427284
"290"	"K00370: nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.4]"	4.23787e-05	6.45003e-05	7.40263e-05	7.90409e-05	0.00131581294373609	0.000649915324058384	0.000838046092074364	0.000602404896169901
"291"	"K00371: nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.4]"	8.72473e-06	1.85769e-05	1.18111e-05	1.89168e-05	0.00113111330405809	0.00128567891102284	0.000663311789277941	0.00125900133629329
"292"	"K00372: assimilatory nitrate reductase catalytic subunit [EC:1.7.99.4]"	0.000182618	0.000201419	0.000241518	0.000200556	0.00117715650727041	0.000954994330648333	0.000904947379603982	0.000705422555329278
"293"	"K00373: nitrate reductase delta subunit"	1.91629e-05	5.68394e-05	5.99464e-05	4.37058e-05	0.000774257652228698	0.00137969292118214	0.000844365989323705	0.00073516060388647
"294"	"K00374: nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.4]"	1.45504e-05	4.03937e-05	3.32161e-05	3.87023e-05	0.00148551867576316	0.00146353288320825	0.000814022718695924	0.00112865568418056
"295"	"K00375: GntR family transcriptional regulator / MocR family aminotransferase"	0.000424729	0.000396824	0.00032291	0.000427084	0.00141605562530458	0.000930847620358691	0.00137545603816397	0.000634443218121305
"296"	"K00376: nitrous-oxide reductase [EC:1.7.2.4]"	1.95176e-05	2.72816e-05	3.78383e-05	3.65705e-05	0.00137205997109413	0.000763861519750208	0.00132295213453472	0.000691959705203772
"297"	"K00380: sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]"	0.000166952	0.000171416	0.000168313	0.000209101	0.000826533532701433	0.000655230787349865	0.0013302302963566	0.0011028414235916
"298"	"K00381: sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]"	0.000226123	0.000247017	0.00024018	0.000281414	0.0012806513258256	0.00141572511568666	0.00114528813119978	0.00098139278148301
"299"	"K00382: dihydrolipoamide dehydrogenase [EC:1.8.1.4]"	0.00126302	0.00127563	0.00129562	0.00130872	0.000770228727255017	0.000851801986573264	0.00125186743447557	0.00114112631906755
"300"	"K00383: glutathione reductase (NADPH) [EC:1.8.1.7]"	0.000153189	0.000124523	0.000151407	0.000138866	0.00142746217525564	0.000574731418862939	0.000518446375615895	0.00134021883574314
"301"	"K00384: thioredoxin reductase (NADPH) [EC:1.8.1.9]"	0.00190827	0.00190791	0.00174596	0.00189235	0.000625136826187372	0.000843762075062841	0.00143184210290201	0.000774219678482041
"302"	"K00387: sulfite oxidase [EC:1.8.3.1]"	2.51551e-05	2.92399e-05	1.78462e-05	2.00559e-05	0.000749421805143356	0.0011367968712002	0.00125651479233056	0.00116775362426415
"303"	"K00389: putative membrane protein"	0.000135016	0.000146432	0.000190274	0.000239094	0.00128818693314679	0.00134447720344178	0.00127104480215348	0.00101525275339372
"304"	"K00390: phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]"	0.00057003	0.000613101	0.000573156	0.00062352	0.000861154544167221	0.00061995520349592	0.00120850106189027	0.00108534431946464
"305"	"K00392: sulfite reductase (ferredoxin) [EC:1.8.7.1]"	0.000208234	0.000198463	0.000186308	0.000176929	0.0012664729221724	0.00114856245880947	0.00096173744299449	0.000667062883498147
"306"	"K00394: adenylylsulfate reductase, subunit A [EC:1.8.99.2]"	1.25081e-05	1.19877e-05	4.66774e-06	9.98644e-06	0.00146180004556663	0.000550100127467886	0.000867626633262262	0.000787282177945599
"307"	"K00395: adenylylsulfate reductase, subunit B [EC:1.8.99.2]"	2.51443e-05	3.30343e-05	7.90139e-06	1.61009e-05	0.000712294403230771	0.000969286944018677	0.0008056648618076	0.00121465758420527
"308"	"K00404: cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]"	0.000174566	0.00014409	0.000164454	0.000173797	0.0010280199048575	0.000909877925412729	0.00121371705597267	0.00139309190958738
"309"	"K00405: cytochrome c oxidase cbb3-type subunit II"	0.000105547	9.85509e-05	0.000171337	0.000149469	0.00143068498116918	0.00115805313014425	0.000853579136077315	0.000915704012382776
"310"	"K00406: cytochrome c oxidase cbb3-type subunit III"	0.000236491	0.000285577	0.000384184	0.000347352	0.000685911987908184	0.00134766742540523	0.000788099286379293	0.000853876906679943
"311"	"K00407: cytochrome c oxidase cbb3-type subunit IV"	7.21703e-05	7.87247e-05	0.000171758	0.000170009	0.00136125230835751	0.000676382439211011	0.000885989116039127	0.000786526825046167
"312"	"K00410: ubiquinol-cytochrome c reductase cytochrome b/c1 subunit"	3.76578e-05	4.20252e-05	5.8439e-05	6.56717e-05	0.000973355738446117	0.00146301623340696	0.000624996151542291	0.00102001475542784
"313"	"K00411: ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]"	0.000188886	0.000176242	0.000297364	0.000284014	0.000566138019319624	0.00146577241201885	0.000723512036493048	0.000849811751395464
"314"	"K00412: ubiquinol-cytochrome c reductase cytochrome b subunit"	0.000238501	0.000207841	0.000192547	0.000212534	0.000528039523400366	0.000596634366549552	0.00130173867731355	0.000522853471105918
"315"	"K00413: ubiquinol-cytochrome c reductase cytochrome c1 subunit"	0.000127874	0.000109254	0.000140851	0.000161459	0.000657624849816784	0.00136547845415771	0.000967055337736383	0.000593157360563055
"316"	"K00416: ubiquinol-cytochrome c reductase subunit 6"	0	0	0	0	0.00129705216200091	0.00143624954740517	0.00109340568655171	0.000772133530816063
"317"	"K00417: ubiquinol-cytochrome c reductase subunit 7"	0	0	0	0	0.000985663096187636	0.000526845702668652	0.000941015771357343	0.000587057982571423
"318"	"K00418: ubiquinol-cytochrome c reductase subunit 8"	0	0	0	0	0.0014679681644775	0.000582077717641368	0.00100989329605363	0.00100071183918044
"319"	"K00419: ubiquinol-cytochrome c reductase subunit 9"	0	0	0	0	0.000656989518553019	0.00147449824982323	0.000818927673622966	0.000567432863404974
"320"	"K00423: L-ascorbate oxidase [EC:1.10.3.3]"	1.12931e-06	0	1.24773e-06	0	0.000779629510594532	0.00128636530670337	0.000516737946076319	0.00131019337661564
"321"	"K00425: cytochrome d ubiquinol oxidase subunit I [EC:1.10.3.14]"	0.000464971	0.000515165	0.000443135	0.00057977	0.00141809845645912	0.00109669093065895	0.000950368863297626	0.000802852241322398
"322"	"K00426: cytochrome d ubiquinol oxidase subunit II [EC:1.10.3.14]"	0.000436952	0.000416429	0.000378231	0.000496702	0.00117071944987401	0.000569894755957648	0.00104750340944156	0.000961871019098908
"323"	"K00427: L-lactate permease"	1.9913e-05	1.52059e-05	1.35638e-05	1.34446e-05	0.00134758022404276	0.00131425361707807	0.000602228198433295	0.000782191597856581
"324"	"K00428: cytochrome c peroxidase"	0.000406995	0.000394888	0.000489534	0.000444663	0.000773803607560694	0.000990048214094713	0.000510353545192629	0.00139779484923929
"325"	"K00430: peroxidase [EC:1.11.1.7]"	4.95637e-06	1.16746e-05	9.65205e-06	2.91154e-06	0.00148247029003687	0.00138791904924437	0.00131923596956767	0.000703878334024921
"326"	"K00432: glutathione peroxidase [EC:1.11.1.9]"	0.000447532	0.000498333	0.000772096	0.000577471	0.00145381547487341	0.00083387237181887	0.000628712326753885	0.0013807693796698
"327"	"K00433: chloride peroxidase"	0.000177281	0.000138732	0.000152348	0.000172439	0.00109960511000827	0.000999528544256464	0.00135037848888896	0.000546918972628191
"328"	"K00435: peroxiredoxin"	2.12478e-05	2.08294e-05	2.52678e-05	2.39513e-05	0.00128505541314371	0.00139345692098141	0.000698399763787165	0.00112837068503723
"329"	"K00436: hydrogen dehydrogenase"	1.34031e-05	1.49223e-05	1.37501e-05	1.72353e-05	0.000940780077129602	0.00102267764369026	0.000862760476069525	0.000567148015834391
"330"	"K00437: cytochrome-c3 hydrogenase"	2.50844e-06	3.65255e-06	2.5774e-06	2.20053e-06	0.00120229915273376	0.0011048147235997	0.00091484885616228	0.000540663297055289
"331"	"K00441: coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]"	4.56815e-05	4.44548e-05	4.26911e-05	3.86621e-05	0.000791374356718734	0.000698845183942467	0.00146789919445291	0.00128362767538056
"332"	"K00442: coenzyme F420 hydrogenase subunit delta"	0	0	0	0	0.00141940801637247	0.000595618511550128	0.00124473686609417	0.000730058519169688
"333"	"K00446: catechol 2,3-dioxygenase [EC:1.13.11.2]"	8.86336e-05	0.000108653	0.000107197	0.000145269	0.000873001797124743	0.000887522618053481	0.00147028269059956	0.00149517798912711
"334"	"K00448: protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]"	0.000197906	0.000194127	0.000196619	0.000262035	0.000534564251080155	0.000969735277350992	0.000674476174870506	0.000617082374403253
"335"	"K00449: protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]"	0.000234719	0.000245326	0.000212135	0.000247706	0.00111964291171171	0.00121409527189098	0.000859131432138383	0.00141092262440361
"336"	"K00450: gentisate 1,2-dioxygenase [EC:1.13.11.4]"	0.000250276	0.000208409	0.000126991	0.000207118	0.0012538452683948	0.0011702070273459	0.000796929136151448	0.0013060949484352
"337"	"K00451: homogentisate 1,2-dioxygenase [EC:1.13.11.5]"	0.000357142	0.000411734	0.00042465	0.00040592	0.000968080096878111	0.00113430951000191	0.00144023361708969	0.000912097235675901
"338"	"K00452: 3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]"	0.000131713	8.35559e-05	4.46552e-05	6.7611e-05	0.000983298833016306	0.00138694628817029	0.00112330542085692	0.00149681740207598
"339"	"K00453: tryptophan 2,3-dioxygenase [EC:1.13.11.11]"	0.00030675	0.000338198	0.000325998	0.00033782	0.000745481154415757	0.00120133934612386	0.00142084357026033	0.000547430466162041
"340"	"K00454: lipoxygenase [EC:1.13.11.12]"	0	0	0	0	0.000661051558097824	0.000987184441182763	0.00128934180387296	0.00119925200100988
"341"	"K00455: 3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]"	1.21857e-06	9.78899e-07	1.36668e-06	1.0879e-06	0.0013679531828966	0.000807490356033668	0.000614847998367622	0.000811556805623695
"342"	"K00456: cysteine dioxygenase [EC:1.13.11.20]"	4.30323e-05	3.92161e-05	0	2.74209e-05	0.000721185157541186	0.00148699054052122	0.000686117879347876	0.00137481466634199
"343"	"K00457: 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]"	0.000401589	0.00042053	0.000469241	0.000473625	0.000575281280092895	0.0011990323823411	0.00140743867005222	0.000927016232162714
"344"	"K00459: nitronate monooxygenase [EC:1.13.12.16]"	0.000425923	0.000488663	0.000576132	0.000530859	0.00126413644943386	0.00129768576286733	0.00143615538044833	0.000682097176089883
"345"	"K00462: biphenyl-2,3-diol 1,2-dioxygenase [EC:1.13.11.39]"	5.08039e-06	3.6341e-06	3.05786e-06	3.48085e-06	0.00148219898203388	0.000813343219226226	0.000925773037830368	0.00123224883596413
"346"	"K00463: indoleamine 2,3-dioxygenase [EC:1.13.11.52]"	2.12999e-05	2.23391e-05	1.13115e-05	1.1167e-05	0.00134777756547555	0.000821860177675262	0.00146997204818763	0.00124425011523999
"347"	"K00464: lignostilbene-alpha,beta-dioxygenase"	0	0	2.38179e-06	1.96828e-06	0.000851197569165379	0.00122338789026253	0.00110222550691105	0.00129740202962421
"348"	"K00466: tryptophan 2-monooxygenase [EC:1.13.12.3]"	3.74918e-06	8.93502e-06	5.23874e-06	8.28227e-06	0.000530972179491073	0.00129253955907188	0.000678920187754557	0.000702266911743209
"349"	"K00467: lactate 2-monooxygenase [EC:1.13.12.4]"	0	0	0	0	0.00120805090037175	0.000994108889717609	0.00106539958994836	0.000751830100780353
"350"	"K00469: inositol oxygenase [EC:1.13.99.1]"	7.34979e-05	5.07093e-05	7.29313e-05	4.45795e-05	0.00135220701806247	0.00138562622037716	0.00121705055772327	0.000791214039782062
"351"	"K00471: gamma-butyrobetaine dioxygenase [EC:1.14.11.1]"	1.85542e-05	1.60741e-05	1.44956e-05	2.20828e-05	0.00109984485735185	0.000689436362823471	0.000800367993302643	0.000686476458329707
"352"	"K00472: prolyl 4-hydroxylase [EC:1.14.11.2]"	3.85678e-05	2.80929e-05	8.43472e-05	5.65166e-05	0.000855594320688397	0.000998766194563359	0.000914800415048376	0.000739464740734547
"353"	"K00476: aspartate beta-hydroxylase"	0	4.62882e-06	0	1.11313e-05	0.00103504923544824	0.00144121159473434	0.00055875548790209	0.00063471078616567
"354"	"K00477: phytanoyl-CoA hydroxylase [EC:1.14.11.18]"	2.47022e-05	2.27403e-05	3.38155e-05	2.85541e-05	0.000912210129201412	0.000648258889326826	0.0010509308676701	0.00079163331608288
"355"	"K00479: Rieske 2Fe-2S family protein"	0.000232976	0.000200306	0.000132887	0.000206928	0.00117025182489306	0.0013630231495481	0.001240768491989	0.00110913306614384
"356"	"K00480: salicylate hydroxylase [EC:1.14.13.1]"	0.000250036	0.000237992	0.000260567	0.000364908	0.000788918905658647	0.000751037777867168	0.000854710687650368	0.000944632898783311
"357"	"K00481: p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]"	0.000180752	0.000200537	0.000217423	0.000267754	0.000776106070959941	0.00126013815798797	0.000576271051773801	0.000757908658357337
"358"	"K00483: 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]"	0.000213766	0.000235558	9.72725e-05	0.000216513	0.000586735397810116	0.00123172539542429	0.00145995996217243	0.00147918856702745
"359"	"K00484: flavin reductase (NADH) [EC:1.5.1.36]"	9.43706e-06	5.88815e-06	3.05984e-07	6.45025e-06	0.00136136035132222	0.0013878237218596	0.000920097157359123	0.000934284462593496
"360"	"K00485: dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]"	0	0	3.5317e-06	9.16852e-07	0.000857087562792003	0.000985409660032019	0.00130618796101771	0.000918103909119964
"361"	"K00486: kynurenine 3-monooxygenase [EC:1.14.13.9]"	9.48001e-05	6.85551e-05	4.9046e-05	7.3767e-05	0.00139501940691844	0.00120225100032985	0.00131717781256884	0.00100428882054985
"362"	"K00491: nitric-oxide synthase, bacterial [EC:1.14.13.165]"	1.41873e-05	1.5277e-05	7.22598e-06	1.827e-05	0.00113005515723489	0.000741150893270969	0.00115030678571202	0.00111392044345848
"363"	"K00493: unspecific monooxygenase [EC:1.14.14.1]"	2.30079e-05	2.57708e-05	3.98671e-05	4.27043e-05	0.00146466889488511	0.00116131108044647	0.000693973630433902	0.00113308337354101
"364"	"K00496: alkane 1-monooxygenase [EC:1.14.15.3]"	1.08461e-05	1.6645e-05	2.98206e-05	4.32518e-05	0.00110298599605449	0.00105509081087075	0.00135732244863175	0.000848337864037603
"365"	"K00499: choline monooxygenase [EC:1.14.15.7]"	0.000177968	0.000143846	0.000119157	0.00012266	0.000821668051648885	0.00132756313658319	0.000826617150800303	0.00103488044650294
"366"	"K00500: phenylalanine-4-hydroxylase [EC:1.14.16.1]"	0.000187427	0.000173055	0.000194693	0.000164002	0.000764740979066119	0.00100216621905565	0.000891890989849344	0.00100622298428789
"367"	"K00504: peptidylglycine monooxygenase"	4.54659e-06	2.80017e-06	6.52017e-06	1.78507e-06	0.000521217666333541	0.0013155001080595	0.00114434296824038	0.000638583133695647
"368"	"K00505: tyrosinase [EC:1.14.18.1]"	5.02988e-05	3.89035e-05	3.38023e-05	4.87541e-05	0.00131853492581286	0.00115627036243677	0.00140802062465809	0.00050803924491629
"369"	"K00507: stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]"	0.000567848	0.000637987	0.00052998	0.000571377	0.000675194635754451	0.000545866389293224	0.00129259290033951	0.00144638004829176
"370"	"K00508: linoleoyl-CoA desaturase [EC:1.14.19.3]"	0.000112985	0.000154075	0.000253014	0.000211054	0.00111369448318146	0.00131258401763625	0.00137211332865991	0.00115303822793067
"371"	"K00510: heme oxygenase (biliverdin-producing) [EC:1.14.14.18]"	5.01029e-06	5.33308e-06	2.60291e-05	4.74147e-06	0.000926373264286667	0.000552527132444084	0.000918260575737804	0.000907149297185242
"372"	"K00511: squalene monooxygenase [EC:1.14.14.17]"	0	0	0	0	0.001156367612537	0.000942762509919703	0.00118774062814191	0.00143516959389672
"373"	"K00514: zeta-carotene desaturase [EC:1.3.5.6]"	2.56098e-05	2.05933e-05	6.71579e-06	1.32581e-05	0.000768370129866526	0.00096729515097104	0.000844633745029569	0.00147264578659087
"374"	"K00517:  [EC:1.14.-.-]"	0.000251078	0.000260848	0.000264787	0.000321006	0.0012929670677986	0.000932725518709049	0.00129192593297921	0.000932350875344127
"375"	"K00518: superoxide dismutase"	7.19432e-05	9.15468e-05	6.41668e-05	0.000106804	0.00136117761558853	0.00104535352694802	0.00115715007297695	0.000527683782856911
"376"	"K00520: mercuric reductase"	2.33752e-05	1.58638e-05	4.73119e-06	7.16964e-06	0.00093141978350468	0.000979006426641718	0.000922096186317503	0.000648659082362428
"377"	"K00523: CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]"	7.75029e-05	5.85052e-05	0.000104569	0.000103661	0.000842871555127203	0.00136464647087269	0.000680021018953994	0.00131750992569141
"378"	"K00525: ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]"	0.000778763	0.000719619	0.000766058	0.000680173	0.00139835582557134	0.00102168257557787	0.000596174532314762	0.00125363059761003
"379"	"K00526: ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]"	0.000167026	0.000225496	0.000290043	0.000291808	0.000572532227495685	0.000896577528677881	0.00067704905080609	0.00065512034134008
"380"	"K00527: ribonucleoside-triphosphate reductase [EC:1.17.4.2]"	0	1.11791e-05	9.91772e-06	3.94913e-06	0.00134952326305211	0.00109261498786509	0.00135304748709314	0.00114735035342164
"381"	"K00528: ferredoxin--NADP+ reductase"	0.000278905	0.000257718	0.000308343	0.000311974	0.00149543142528273	0.00122360906214453	0.000869677566690371	0.00103778961417265
"382"	"K00529: 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]"	0.000183412	0.000169072	0.00015913	0.000202758	0.000850360648473725	0.00142835177131928	0.000876538486918434	0.000743796392576769
"383"	"K00532: ferredoxin hydrogenase"	0	0	0	0	0.000571206717286259	0.00116838912013918	0.000620571315754205	0.000609352411469445
"384"	"K00534: ferredoxin hydrogenase small subunit"	0	6.61034e-07	0	2.36864e-07	0.00110884729283862	0.000976095994468778	0.00108487288770266	0.000523159536765888
"385"	"K00537: arsenate reductase"	0.000227823	0.000257666	0.000297604	0.00028231	0.000562768063507974	0.00123735564551316	0.00145987875876017	0.0011863647417631
"386"	"K00540: NO_NAME"	0.000157249	0.000199121	0.000259419	0.00022442	0.0010419109268114	0.00120918426150456	0.0012187171059195	0.00105911682988517
"387"	"K00542: guanidinoacetate N-methyltransferase [EC:2.1.1.2]"	0	0	0	0	0.000828721470432356	0.00119004721101373	0.0014344200969208	0.000506708052475005
"388"	"K00543: acetylserotonin N-methyltransferase [EC:2.1.1.4]"	0	6.65778e-07	0	0	0.000773169708438218	0.000585144094424322	0.00135050450684503	0.00110948248393834
"389"	"K00544: betaine-homocysteine S-methyltransferase [EC:2.1.1.5]"	4.80174e-05	5.04742e-05	2.0532e-05	4.85403e-05	0.00147674488811754	0.000802595264511183	0.000654867964563891	0.00111018954892643
"390"	"K00545: catechol O-methyltransferase [EC:2.1.1.6]"	7.56966e-06	1.23757e-05	7.13412e-06	7.15706e-06	0.000563234103145078	0.000851244818652049	0.00103930281032808	0.000569043530616909
"391"	"K00547: homocysteine S-methyltransferase [EC:2.1.1.10]"	0.000205762	0.000195987	0.000147813	0.000154054	0.000769472046056762	0.00100789769459516	0.000734693294391036	0.000893146619899198
"392"	"K00548: 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"	0.000933572	0.00090931	0.000851513	0.000888324	0.000678882450563833	0.00116161247715354	0.000704681570408866	0.00126670733094215
"393"	"K00549: 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]"	0.00114831	0.00105577	0.000625254	0.00104714	0.00055507361725904	0.00099592231400311	0.000736133642261848	0.000842761371983215
"394"	"K00550: methylene-fatty-acyl-phospholipid synthase [EC:2.1.1.16]"	0	9.55705e-07	0	2.21814e-06	0.000824168876511976	0.000819730714196339	0.00140422469517216	0.00144904445530847
"395"	"K00554: tRNA (guanine-N1-)-methyltransferase"	0.000653289	0.000678968	0.000609857	0.000634478	0.00112892559380271	0.00146752538019791	0.00135233116825111	0.00128906225645915
"396"	"K00555: tRNA (guanine-N2-)-methyltransferase"	0	6.14593e-06	0	0	0.000659653231967241	0.00113560922723264	0.00149499277072027	0.000637529564555734
"397"	"K00556: tRNA (guanosine-2'-O-)-methyltransferase"	5.05594e-05	5.50039e-05	9.74186e-05	8.34729e-05	0.000793674156069755	0.000997919576475397	0.000862201119307429	0.000749149131588638
"398"	"K00557: tRNA (uracil-5-)-methyltransferase"	0	0	2.89264e-06	9.10983e-07	0.00135741543443874	0.00125674569932744	0.00115558458608575	0.0012967720401939
"399"	"K00558: DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	0.000339992	0.000366533	0.000368064	0.000293931	0.00101199313928373	0.00104957284964621	0.000649499596562237	0.00109483441244811
"400"	"K00559: sterol 24-C-methyltransferase [EC:2.1.1.41]"	3.14649e-06	3.48914e-06	5.77537e-06	3.9659e-06	0.00111617549788207	0.00056535138306208	0.00137244742410257	0.00130815553525463
"401"	"K00560: thymidylate synthase [EC:2.1.1.45]"	0.000373093	0.000300421	0.000441978	0.000396008	0.00131584122544155	0.00054683561460115	0.00110419127065688	0.00135758491512388
"402"	"K00561: rRNA (adenine-N6-)-methyltransferase"	1.47146e-05	1.80266e-05	1.10511e-05	2.29205e-05	0.000910027601057664	0.00134358510258608	0.00117453905032016	0.000888973214663565
"403"	"K00563: rRNA (guanine-N1-)-methyltransferase"	8.24065e-06	3.46426e-05	2.92231e-05	3.11306e-05	0.00136705653485842	0.000722399249207228	0.000506435645511374	0.000720404200255871
"404"	"K00564: ribosomal RNA small subunit methyltransferase C"	2.16276e-05	2.03249e-05	6.73647e-05	4.05574e-05	0.000585483079310507	0.000528546473477036	0.000589509562123567	0.000826193983666599
